ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.5093,-10.1713,-0.2442,-2.3476,-9.3443,1.8286,9.1271,-18.8666,-7.8759,-1.7868,-0.427,0.254,7.0,12.77,45.08,11.2,301.77,72.34,52.08,0.0,996.51,70.517,33.9104,-84.698906,952.97,NaN,,19.01,13.832258,113.5,16 / 23,5022,2020-02-15 08:46:44:203
13.8606,-28.9207,-24.4617,-1.4285,-9.5038,1.9513,3.3344,-3.5663,0.797,3.4379,0.575,0.8047,8.0,0.23,36.34,32.83,138.04,75.44,-149.69,0.0,996.46,61.879,33.9104,-84.698906,952.97,NaN,,19.01,13.832258,113.5,16 / 23,5521,2020-02-15 08:46:44:702
-1.6878,2.454,6.2833,0.178,-9.7924,0.4985,-8.2467,-6.2344,-2.5424,2.1914,0.57,0.176,4.0,-9.92,40.86,26.34,138.48,79.02,-128.76,0.0,996.63,64.282,33.91038,-84.698875,951.44,NaN,,14.11,13.832258,122.2,16 / 23,6022,2020-02-15 08:46:45:203
-3.6211,-10.9279,2.2289,2.0791,-9.5767,0.3667,-4.7219,12.3112,0.3893,3.5139,2.6499,0.8545,3.0,-16.44,37.13,26.68,165.9,64.53,-150.51,0.0,996.54,67.857,33.91038,-84.698875,951.44,NaN,,14.11,13.832258,122.2,16 / 23,6522,2020-02-15 08:46:45:703
-4.4159,-8.2345,-3.4595,1.7584,-7.2693,-6.3431,-4.0238,-1.3093,9.4951,3.3103,0.0234,0.455,2.0,-20.02,13.09,42.04,197.7,47.84,-164.51,0.0,996.61,68.097,33.91035,-84.698845,954.21,NaN,,11.2,13.832258,163.1,16 / 23,7022,2020-02-15 08:46:46:203
-6.1516,-43.7917,-1.3467,2.7761,-7.6778,-5.4328,0.2509,-2.0723,1.6114,-4.7292,1.5625,-4.1058,2.0,-7.61,49.3,-5.12,20.29,61.28,42.7,0.0,996.41,70.528,33.91035,-84.698845,954.21,NaN,,11.2,13.832258,163.1,16 / 23,7522,2020-02-15 08:46:46:703
4.3824,-4.7032,-3.0417,-1.3765,-9.7044,0.3159,14.0208,-25.0627,-6.2765,3.4299,1.2229,1.9033,2.0,-9.96,47.94,-6.48,24.96,65.19,50.3,0.0,996.44,66.922,33.91032,-84.69883,954.96,NaN,,12.28,13.832258,155.6,15 / 23,8023,2020-02-15 08:46:47:204
20.4636,-42.3145,0.4465,-3.2115,-9.1711,1.3222,7.4277,-16.6222,5.8354,1.0753,0.2961,3.1192,2.0,-29.13,31.1,24.42,193.54,80.66,-141.18,0.0,996.4,65.64,33.91032,-84.69883,954.96,NaN,,12.28,13.832258,155.6,15 / 23,8522,2020-02-15 08:46:47:703
-10.072,-23.5089,3.9155,1.1476,-9.3856,-2.6007,-0.0696,2.4957,1.2968,3.7184,4.3748,1.5129,1.0,-28.94,28.46,28.58,207.5,73.15,-156.19,0.0,996.72,67.849,33.910328,-84.698845,943.53,NaN,,0.94,13.832258,143.9,15 / 23,9022,2020-02-15 08:46:48:203
-5.1461,12.915,5.8236,0.914,-8.9158,-3.9804,-0.5184,-5.7376,9.3626,2.9793,0.004,0.5998,2.0,-30.8,23.73,28.38,238.58,49.91,-161.27,0.0,996.57,67.119,33.910328,-84.698845,943.53,NaN,,0.94,13.832258,143.9,15 / 23,9522,2020-02-15 08:46:48:703
-1.3407,-44.3471,-3.1291,2.4804,-8.5735,-4.0636,4.1687,8.041,2.3886,-3.9107,0.4413,-3.6218,1.0,-21.36,44.85,8.71,335.3,78.77,100.33,0.0,996.61,67.814,33.91031,-84.69885,939.19,NaN,,6.48,13.832258,175.6,16 / 23,10022,2020-02-15 08:46:49:203
3.9634,-4.6314,-1.3227,-2.9113,-9.3367,0.7222,9.3169,6.6462,-0.6503,-2.5743,-0.6732,-1.4541,1.0,-17.8,43.14,7.03,256.5,82.81,-171.8,0.0,996.57,68.039,33.91031,-84.69885,939.19,NaN,,6.48,13.832258,175.6,16 / 23,10523,2020-02-15 08:46:49:704
12.7163,-35.2148,5.2874,-1.2581,-9.7239,-0.1837,0.2795,5.3147,-1.8785,3.6498,0.4706,1.833,1.0,-27.05,40.08,10.93,333.84,82.55,98.31,0.0,996.53,63.708,33.910282,-84.698875,935.96,NaN,,8.68,17.290323,195.3,16 / 23,11022,2020-02-15 08:46:50:203
-2.7245,-18.8176,-4.0353,0.2981,-9.7308,-1.1799,-5.2827,14.6624,7.7986,2.6503,1.2477,1.0903,1.0,-31.17,31.15,20.87,229.37,59.73,-149.26,0.0,996.48,67.711,33.910282,-84.698875,935.96,NaN,,8.68,17.290323,195.3,16 / 23,11522,2020-02-15 08:46:50:703
0.0072,-9.8062,0.9361,1.8393,-8.1944,-5.0636,-4.899,-14.1871,1.0249,-1.9209,-2.2785,-3.7576,1.0,-27.36,30.36,23.44,230.69,71.99,-167.67,0.0,996.37,66.187,33.91025,-84.69888,934.67,NaN,,7.67,20.748388,184.5,16 / 23,12022,2020-02-15 08:46:51:203
-0.012,-20.6539,-0.9792,-1.6824,-9.6606,0.1154,3.0321,8.5481,-1.6295,-3.3837,-0.4633,-1.8623,1.0,-9.16,45.85,7.54,343.58,87.83,67.11,0.0,996.46,69.711,33.91025,-84.69888,934.67,NaN,,7.67,20.748388,184.5,16 / 23,12521,2020-02-15 08:46:51:702
12.2554,-31.304,-9.2077,-2.1753,-9.5353,0.7186,-1.0187,-7.3582,7.4056,1.6619,0.8109,0.616,1.0,-19.51,40.81,16.93,343.46,76.49,71.72,0.0,996.33,64.963,33.910217,-84.69889,906.35,NaN,,12.17,17.290323,189.6,16 / 23,13023,2020-02-15 08:46:52:204
-7.9281,-15.4431,2.3067,-0.6216,-9.6352,-1.7167,-2.5428,7.8281,0.7027,1.051,0.9057,0.5126,0.0,-26.39,26.29,30.68,212.1,59.98,-158.31,0.0,996.38,68.507,33.910217,-84.69889,906.35,NaN,,12.17,17.290323,189.6,16 / 23,13523,2020-02-15 08:46:52:704
-8.2979,-3.6917,2.8669,0.8321,-8.6844,-4.4787,1.5311,-15.7128,3.5781,-1.1541,-0.8602,-1.223,0.0,-24.32,26.38,33.22,222.87,62.34,-171.15,0.0,996.25,67.616,33.910187,-84.6989,911.25,NaN,,8.93,13.832258,195.4,16 / 23,14023,2020-02-15 08:46:53:204
-5.8416,-2.2995,0.2406,-0.2581,-9.3462,-2.9585,6.2344,3.7216,-9.5012,-3.4371,0.4335,-1.4577,1.0,-18.56,41.52,12.12,255.53,78.9,-176.77,0.0,996.28,62.74,33.910187,-84.6989,911.25,NaN,,8.93,13.832258,195.4,16 / 23,14522,2020-02-15 08:46:53:703
-3.3733,-4.7523,1.136,4.8927,-8.4405,-0.9951,-0.0615,-5.1358,-3.6377,0.9643,1.0593,-0.8365,0.0,-38.24,19.56,21.92,151.39,59.39,-101.5,0.0,996.23,62.122,33.91016,-84.698906,914.52,NaN,,8.68,17.290323,194.5,16 / 23,15023,2020-02-15 08:46:54:204
-0.9457,0.8463,7.6839,3.8845,2.4272,8.6712,-3.1633,-5.0544,-4.8069,-1.2415,5.3859,-2.1187,581.0,-41.06,-16.95,-17.13,170.63,3.14,-63.34,3.1,996.33,46.474,33.91016,-84.698906,914.52,NaN,,8.68,17.290323,194.5,16 / 23,15523,2020-02-15 08:46:54:704
1.0031,4.7774,8.1184,1.7876,3.8326,8.8479,-3.5922,2.2854,-1.3008,0.7256,-1.1306,0.4155,2229.0,22.92,-28.92,-33.22,236.86,-19.75,-5.14,3.1,996.32,34.7,33.910145,-84.69891,915.23,NaN,,4.43,13.832258,190.8,16 / 23,16022,2020-02-15 08:46:55:203
-1.47,5.1701,8.5326,1.3364,3.7924,8.9444,-1.7391,1.2431,-0.0201,0.9133,-0.6151,-0.0243,1963.0,22.86,-25.43,-35.61,243.73,-18.49,-5.78,3.1,996.31,31.289,33.910145,-84.69891,915.23,NaN,,4.43,13.832258,190.8,16 / 23,16522,2020-02-15 08:46:55:703
-0.3675,4.3944,8.7014,1.1718,4.0788,8.8408,-1.1179,0.3768,0.0881,0.0427,0.2453,-0.0803,1851.0,23.26,-27.3,-35.44,247.45,-24.58,-7.55,3.1,996.3,35.149,33.910145,-84.69891,915.23,NaN,,4.43,13.832258,190.8,16 / 23,17022,2020-02-15 08:46:56:203
-0.6249,5.3233,7.861,0.7488,4.9909,8.4084,-0.8388,0.2785,-0.957,0.1309,0.2246,-0.0065,1931.0,24.37,-31.32,-31.49,244.27,-29.47,-5.01,3.1,996.31,36.541,33.910145,-84.69891,915.23,NaN,,4.43,13.832258,190.8,16 / 23,17522,2020-02-15 08:46:56:703
-0.0814,5.4178,8.1304,0.8446,5.1024,8.332,-2.6313,1.6431,-0.4757,-0.0049,-0.4671,0.2418,1897.0,22.0,-31.24,-31.77,246.42,-31.49,-5.97,3.1,996.3,40.05,33.910145,-84.69892,917.96,NaN,,0.0,17.290323,,16 / 23,18022,2020-02-15 08:46:57:203
-0.9852,5.4514,7.9472,0.1675,4.8768,8.5064,-0.3033,0.3135,-0.3768,-0.1619,-0.5557,0.055,1927.0,22.42,-30.72,-30.46,245.05,-32.09,-3.66,3.1,996.31,39.112,33.910145,-84.69892,917.96,NaN,,0.0,17.290323,,16 / 23,18522,2020-02-15 08:46:57:703
-0.6967,4.9606,7.8718,0.0767,4.833,8.5327,-0.5617,0.0455,-0.2375,-0.053,0.2431,-0.0846,2003.0,24.46,-28.19,-32.16,250.29,-29.53,-0.51,3.1,996.31,38.304,33.910145,-84.69893,916.81,NaN,,0.0,17.290323,,16 / 23,19022,2020-02-15 08:46:58:203
-3.2859,6.0954,8.098,-0.5208,5.2153,8.2885,-0.3561,0.3398,-0.5445,0.2422,-0.0521,-0.2793,2057.0,23.52,-29.75,-31.49,246.56,-30.17,1.55,3.1,996.31,52.72,33.910145,-84.69893,916.81,NaN,,0.0,17.290323,,16 / 23,19522,2020-02-15 08:46:58:703
0.0419,5.1569,5.5016,-0.1717,6.1164,7.6636,0.4253,-0.6653,-1.6213,0.1555,0.1909,0.1051,1965.0,22.95,-32.34,-30.29,252.07,-37.13,-0.48,3.1,996.31,66.324,33.910145,-84.69893,916.81,NaN,,0.0,17.290323,,16 / 23,20022,2020-02-15 08:46:59:203
-2.1008,2.3821,6.5407,-0.4049,4.5061,8.7007,-0.3517,-0.313,-1.9101,-0.7494,-0.4262,-0.7998,1962.0,25.59,-28.57,-31.14,251.9,-31.31,3.69,3.1,996.3,60.039,33.910145,-84.69893,916.81,NaN,,0.0,17.290323,,16 / 23,20522,2020-02-15 08:46:59:703
-0.1532,3.1961,9.3118,-0.5353,5.2635,8.2571,-0.0353,-1.6816,1.9947,1.2647,-0.581,-0.6156,2010.0,28.56,-21.0,-35.43,266.36,-27.24,4.48,3.1,996.32,68.021,33.910137,-84.69894,917.0,NaN,,0.94,17.290323,192.3,16 / 23,21022,2020-02-15 08:47:00:203
-0.17,5.9673,8.4045,-0.3928,5.0415,8.4023,-2.1283,0.9084,0.3827,-0.2487,-0.5099,-0.9323,1744.0,27.33,-16.98,-36.37,285.27,-35.61,0.53,3.1,996.31,28.726,33.910137,-84.69894,917.0,NaN,,0.94,17.290323,192.3,16 / 23,21523,2020-02-15 08:47:00:704
-1.2952,4.1035,9.5225,0.0064,4.434,8.747,-1.1396,-0.0954,-0.4818,-0.1804,-0.0252,-0.2381,1726.0,19.44,-3.84,-43.82,309.94,-27.55,-1.12,3.1,996.32,28.944,33.910137,-84.69894,917.0,NaN,,0.94,17.290323,192.3,16 / 23,22022,2020-02-15 08:47:01:203
-0.8655,4.1861,8.6367,-0.4687,4.4103,8.7464,-0.6037,-0.1845,1.2532,-0.004,-0.0607,0.0439,1829.0,20.52,-3.03,-43.35,312.66,-26.35,3.45,3.1,996.32,29.566,33.910137,-84.69894,917.0,NaN,,0.94,17.290323,192.3,16 / 23,22522,2020-02-15 08:47:01:703
-0.2993,4.3836,8.7277,-0.4597,4.3787,8.7628,0.118,-0.0014,0.4228,-0.0257,0.0829,0.0241,1773.0,19.15,-2.23,-44.86,318.41,-26.52,3.0,3.1,996.32,36.298,33.910137,-84.69894,917.0,NaN,,0.94,17.290323,192.3,16 / 23,23022,2020-02-15 08:47:02:203
-0.5722,4.2076,8.5541,-0.4116,4.2822,8.8127,-0.3063,0.3492,-0.1092,-0.0427,-0.0676,0.0282,1766.0,21.1,-0.6,-44.25,314.82,-25.91,2.75,3.1,996.32,35.138,33.910137,-84.69894,917.0,NaN,,0.94,17.290323,192.3,16 / 23,23522,2020-02-15 08:47:02:703
1.2018,3.0561,9.24,0.2837,3.6841,9.0839,-2.6308,1.7073,0.0319,-0.6467,-0.89,0.595,1779.0,22.61,-3.91,-43.55,309.21,-25.82,3.99,3.1,996.32,35.29,33.910133,-84.698944,919.71,NaN,,0.0,13.832258,,16 / 23,24021,2020-02-15 08:47:03:202
0.0706,3.8377,8.5505,0.0276,3.682,9.0891,0.0525,-0.11,0.5135,0.0509,0.0945,-0.0864,1937.0,20.57,-1.11,-44.57,307.54,-22.29,-0.01,3.1,996.31,39.88,33.910133,-84.698944,919.71,NaN,,0.0,13.832258,,16 / 23,24522,2020-02-15 08:47:03:703
-2.2816,5.4849,8.2417,-0.5597,4.5043,8.693,0.7937,-0.9499,0.0123,0.4636,0.2311,-0.1474,1889.0,20.52,-1.98,-43.91,310.22,-23.93,2.18,3.1,996.31,41.86,33.910133,-84.698944,919.71,NaN,,0.0,13.832258,,16 / 23,25022,2020-02-15 08:47:04:203
-1.0295,5.2874,8.0035,-1.1448,5.3898,8.1123,0.4479,-0.4312,0.6933,0.4353,0.3871,-0.1625,1608.0,21.98,-7.1,-41.84,313.49,-31.71,5.31,3.1,996.32,35.919,33.910133,-84.698944,919.71,NaN,,0.0,13.832258,,16 / 23,25521,2020-02-15 08:47:04:702
-1.5717,5.6249,8.2345,-1.0701,5.2981,8.1826,-0.0124,-0.0138,-0.1611,0.0359,0.132,-0.0448,1564.0,22.3,-7.67,-43.48,316.26,-32.45,6.75,3.1,996.32,40.234,33.910133,-84.69895,908.53,NaN,,0.0,13.832258,,16 / 23,26022,2020-02-15 08:47:05:203
-1.0343,5.3688,7.9065,-0.9914,5.2238,8.2401,0.1041,-0.062,0.3253,0.0078,0.0231,-0.041,1568.0,21.62,-6.29,-41.21,316.53,-32.5,6.49,3.1,996.32,40.23,33.910133,-84.69895,908.53,NaN,,0.0,13.832258,,16 / 23,26523,2020-02-15 08:47:05:704
-1.2928,4.9534,8.1747,-1.1308,5.1588,8.2631,0.1357,0.0037,0.4831,0.1026,0.0889,-0.0629,1581.0,23.63,-5.44,-43.0,317.05,-31.74,7.22,3.1,996.33,42.669,33.910133,-84.69895,908.53,NaN,,0.0,13.832258,,16 / 23,27022,2020-02-15 08:47:06:203
-0.8248,5.3161,7.9975,-1.0408,5.3728,8.1376,-0.1463,-0.275,-0.4509,-0.1134,0.053,0.0306,1521.0,20.83,-7.44,-42.82,321.65,-33.61,7.44,3.1,996.32,57.661,33.910133,-84.69895,908.53,NaN,,0.0,13.832258,,16 / 23,27523,2020-02-15 08:47:06:704
-0.9122,5.2335,7.4445,-0.8038,5.0551,8.3648,0.4261,0.0143,0.2345,0.0291,-0.1299,-0.1448,1586.0,21.51,-4.63,-45.5,317.39,-29.43,5.34,3.1,996.32,62.742,33.91013,-84.69896,917.44,NaN,,0.0,10.374194,,16 / 23,28023,2020-02-15 08:47:07:204
-0.3795,4.0999,8.6822,0.3879,3.6351,9.0998,0.5852,-0.2234,-0.2554,-0.0175,-0.1236,-0.1976,1882.0,17.0,0.09,-45.21,318.41,-25.18,0.0,3.1,996.32,51.026,33.91013,-84.69896,917.44,NaN,,0.0,10.374194,,16 / 23,28522,2020-02-15 08:47:07:703
-0.243,4.2615,10.1306,-0.1083,3.8917,9.0007,-0.0178,-0.2772,0.0744,-0.0221,-0.2896,0.0567,1873.0,15.75,-0.65,-44.86,314.03,-22.28,-0.77,3.1,996.33,52.955,33.91013,-84.69896,917.44,NaN,,0.0,10.374194,,16 / 22,29021,2020-02-15 08:47:08:202
-1.1168,5.4442,7.5235,-0.2476,4.6443,8.6336,1.2151,-1.052,-0.1553,0.3557,0.211,-0.2577,1787.0,17.24,-2.72,-47.33,315.56,-25.89,-0.5,3.1,996.32,53.56,33.91013,-84.69896,917.44,NaN,,0.0,10.374194,,16 / 22,29523,2020-02-15 08:47:08:704
-1.2677,5.7578,6.5455,-1.1635,5.5954,7.9692,-0.2885,0.3456,-0.2729,0.0023,-0.0456,-0.0452,1467.0,23.98,-7.61,-42.18,316.84,-34.64,8.15,3.1,996.35,40.581,33.91013,-84.69896,917.44,NaN,,0.0,10.374194,,16 / 22,30022,2020-02-15 08:47:09:203
-0.7901,5.0336,8.3566,-0.7872,5.0893,8.3457,-0.1775,0.0712,0.1095,0.0186,-0.0576,-0.0121,1543.0,21.37,-7.1,-43.48,319.57,-32.95,6.61,3.1,996.32,40.123,33.91013,-84.69896,917.44,NaN,,0.0,10.374194,,16 / 22,30521,2020-02-15 08:47:09:702
-2.4863,6.0475,7.5965,-2.5527,5.7293,7.5385,-0.2533,0.2405,0.6298,0.4563,0.6037,-0.0477,1614.0,28.72,-7.81,-38.84,316.79,-33.65,15.69,3.1,996.32,61.985,33.910137,-84.69896,925.82,NaN,,0.0,13.832258,,16 / 22,31024,2020-02-15 08:47:10:205
